,been,were,click,know,course,room,hand,head,electronics,videos,band,kit,amazon,input,resolution,proposed,device,parent,guy,leather,interests,solid,cvs,brother,anonymous,injury,row,philosophy,provision,prescription,institution,weblog,fm,bound,alumni,satisfaction,indexed,committees,antique,blank,angle,underground,lbs,coupons,senator,purchases,jokes,stability,stewart,decrease,ns,automated,encouraged,illness,firewall,flickr,rr,protective,indicator,flows,inclusion,elegant,collaborative,mandatory,pumps,intensity,governmental,pond,organ,nail,knee,mistakes,horn,semiconductor,abs,completing,succeed,exhibitions,zoning,preventing,subdivision,surround,indexes,tackle,excuse,uh,occurring,angola,dispatch,herb,deviation,lid,ladder,confidentiality,treasures,creations,acquisitions,hardwood,indices,bother
senator,0.9617371559143066,1.0,1.0,1.0,0.9645403623580933,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.970121443271637,1.0,0.9680984020233154,1.0,0.9443391561508179,1.0,0.9667373299598694,1.0,0.9715202450752258,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9581693410873413,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9725112915039062,1.0,0.9755759835243225,0.9733363389968872,0.9699363112449646,1.0,0.945422351360321,0.9758176207542419,1.0,1.0,0.9706635475158691,0.9481942057609558,1.0,0.6758595108985901,1.0,1.0,1.0,0.957878828048706,0.8020837306976318,1.0,0.9728175401687622,0.9785782694816589,1.0,0.9635074138641357,0.9362722039222717,1.0,1.0,0.9595747590065002,0.7544650435447693,1.0,1.0,0.9727005958557129,1.0,1.0,0.9740241765975952,0.977250337600708,0.972646176815033,1.0,1.0,0.9668089151382446,1.0,1.0,1.0,0.9769600629806519,1.0,0.9746679663658142,1.0,0.9705607891082764,0.9796543717384338,1.0,0.9740859270095825,1.0,1.0,1.0,0.9687573909759521
purchases,1.0,1.0,1.0,1.0,0.9404982924461365,1.0,0.9463598132133484,1.0,0.9898048043251038,0.9863944053649902,1.0,1.0,1.0,0.9552921056747437,0.9814328551292419,0.9541757702827454,1.0,0.9762849807739258,1.0,1.0,0.9690619707107544,1.0,0.9806721210479736,1.0,0.9888544082641602,0.9717350006103516,1.0,0.9833709001541138,0.9788967370986938,0.9662342667579651,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.949793815612793,1.0,1.0,1.0,1.0,0.9805370569229126,0.9862140417098999,0.9725112915039062,0.0,0.9303391575813293,1.0,1.0,0.8975342512130737,0.9738658666610718,1.0,0.9782883524894714,0.9674738049507141,1.0,1.0,1.0,0.9812260270118713,1.0,0.985162079334259,1.0,1.0,1.0,1.0,0.8671319484710693,1.0,1.0,0.9688458442687988,1.0,1.0,1.0,0.9444108605384827,1.0,0.9807493686676025,0.9799041152000427,1.0,1.0,0.989225447177887,1.0,0.9806901216506958,1.0,0.9738538861274719,0.9335780143737793,1.0,0.9721524715423584,1.0,0.9772325754165649,1.0,0.9619030952453613,1.0,1.0,1.0,1.0,1.0,0.8905762434005737,0.9870845079421997,0.9896315932273865,0.9668015837669373,0.934097409248352,1.0
jokes,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9864680171012878,0.9819414615631104,1.0,1.0,1.0,1.0,0.9753559827804565,1.0,1.0,1.0,1.0,1.0,0.9589362740516663,1.0,0.9743462800979614,1.0,0.9852065443992615,1.0,1.0,1.0,1.0,0.9782058000564575,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9333618879318237,1.0,1.0,1.0,1.0,0.9741670489311218,0.9817020893096924,1.0,0.9303391575813293,0.0,1.0,1.0,1.0,0.9653124213218689,1.0,1.0,0.9568283557891846,1.0,1.0,1.0,1.0,1.0,0.9803057312965393,1.0,1.0,1.0,1.0,0.9802061915397644,1.0,1.0,1.0,1.0,1.0,1.0,0.7674965262413025,1.0,1.0,0.9733269810676575,1.0,1.0,0.9856990575790405,1.0,1.0,1.0,1.0,0.9118388295173645,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9297714233398438,0.9828574061393738,0.9862381219863892,1.0,0.9125282168388367,1.0
stability,1.0,1.0,0.9663260579109192,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9631070494651794,1.0,1.0,1.0,1.0,1.0,1.0,0.961803138256073,1.0,0.9712923765182495,0.9370902180671692,1.0,1.0,1.0,0.9713888168334961,1.0,0.953575611114502,1.0,1.0,0.9524778723716736,1.0,1.0,1.0,1.0,0.9817185401916504,1.0,0.9791304469108582,1.0,1.0,1.0,1.0,1.0,1.0,0.9755759835243225,1.0,1.0,0.0,0.9050898551940918,1.0,1.0,1.0,1.0,0.9668716192245483,1.0,0.9694308042526245,1.0,1.0,1.0,1.0,1.0,1.0,0.9720052480697632,0.9764646887779236,1.0,0.8108513355255127,0.97501140832901,1.0,1.0,0.9574275612831116,1.0,0.8989981412887573,1.0,0.9828956127166748,0.9408355355262756,1.0,0.9768151044845581,0.9430938959121704,1.0,1.0,0.9806790947914124,0.9767689108848572,1.0,0.9643225073814392,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9541910886764526,1.0,0.7781669497489929,1.0,1.0,0.9800590872764587,1.0,1.0,1.0
stewart,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9496012926101685,1.0,0.9596145749092102,1.0,1.0,1.0,0.9177098870277405,1.0,1.0,0.9397960901260376,0.9691601395606995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9711642265319824,1.0,1.0,1.0,1.0,0.9800421595573425,1.0,0.9737430810928345,1.0,1.0,1.0,1.0,1.0,1.0,0.9733363389968872,1.0,1.0,0.9050898551940918,0.0,1.0,1.0,0.9727151989936829,1.0,1.0,0.8730087280273438,1.0,1.0,0.9730146527290344,1.0,1.0,1.0,0.9662129282951355,1.0,1.0,1.0,0.9709550142288208,1.0,1.0,1.0,1.0,1.0,0.9684338569641113,1.0,0.9813271760940552,1.0,1.0,0.9746890664100647,1.0,1.0,1.0,0.9789074063301086,0.9746386408805847,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9633134007453918,1.0,1.0
decrease,1.0,0.9381046295166016,1.0,1.0,0.8954135775566101,1.0,1.0,0.9554961323738098,0.9675697088241577,0.9734445214271545,1.0,1.0,1.0,1.0,0.9785490036010742,0.9725834727287292,0.8607909083366394,0.974063515663147,1.0,0.9649864435195923,0.9780380725860596,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9482536315917969,1.0,1.0,1.0,1.0,1.0,1.0,0.9723398685455322,1.0,0.9774516224861145,1.0,0.9725245833396912,0.9806751608848572,1.0,1.0,0.9699363112449646,0.8975342512130737,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.9787427186965942,1.0,1.0,0.945088267326355,1.0,1.0,1.0,1.0,0.9834275841712952,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9709054827690125,1.0,1.0,0.9789460897445679,1.0,1.0,1.0,1.0,1.0,0.978881299495697,1.0,1.0,0.9719797968864441,0.9764609336853027,0.9021044373512268,1.0,1.0,1.0,0.9672263860702515,1.0,0.8991631269454956,1.0,0.97298663854599,0.9824641346931458,0.7724114656448364,0.7667455077171326,1.0,1.0,1.0,1.0
ns,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9765113592147827,0.968654215335846,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9725176692008972,1.0,0.9554706811904907,1.0,0.9743217825889587,1.0,1.0,1.0,1.0,1.0,0.9485886693000793,1.0,1.0,1.0,1.0,1.0,1.0,0.9749998450279236,1.0,1.0,1.0,1.0,0.955159604549408,0.828150749206543,1.0,0.9738658666610718,0.9653124213218689,1.0,1.0,1.0,0.0,1.0,1.0,0.9711068868637085,1.0,1.0,1.0,1.0,1.0,0.965815007686615,1.0,1.0,1.0,1.0,0.9656422138214111,0.9437731504440308,1.0,1.0,1.0,0.876815676689148,1.0,0.9723194241523743,1.0,1.0,0.953701376914978,1.0,1.0,0.8656896352767944,1.0,1.0,1.0,1.0,0.9669252634048462,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9736528396606445,0.8390014171600342,0.8707518577575684,1.0,0.9671838283538818,1.0
automated,1.0,1.0,1.0,1.0,1.0,0.9566373825073242,0.9759080410003662,0.9776415824890137,1.0,1.0,0.9764207601547241,1.0,0.9353580474853516,0.9601242542266846,0.9697753190994263,0.925614595413208,1.0,1.0,1.0,0.977466344833374,0.9740357398986816,0.9795721173286438,1.0,1.0,0.9802274107933044,1.0,1.0,1.0,1.0,1.0,0.9715281128883362,1.0,1.0,0.9784877300262451,0.9765191674232483,0.9830653071403503,0.9145023822784424,0.9482311606407166,0.977048397064209,1.0,0.9720333218574524,0.9870661497116089,1.0,1.0,0.945422351360321,1.0,1.0,1.0,0.9727151989936829,1.0,1.0,0.0,0.9355748891830444,1.0,1.0,1.0,1.0,0.975725531578064,0.9503748416900635,1.0,1.0,1.0,0.9840880036354065,0.9207744002342224,1.0,0.9738727807998657,1.0,0.9758245348930359,1.0,1.0,1.0,1.0,1.0,0.9776229858398438,0.9643494486808777,0.9714463353157043,0.9225706458091736,1.0,1.0,1.0,1.0,0.9832009673118591,1.0,1.0,1.0,1.0,1.0,0.9753807783126831,0.9807842373847961,1.0,0.9788725972175598,0.9730014801025391,1.0,1.0,1.0,0.9783871173858643,0.981606125831604,0.9850892424583435,1.0,1.0
encouraged,0.9697785377502441,1.0,1.0,1.0,0.7863443493843079,1.0,0.9771842956542969,0.9788259863853455,0.9771814942359924,1.0,0.9776698350906372,1.0,1.0,1.0,1.0,0.9295551180839539,1.0,0.9748028516769409,1.0,1.0,1.0,0.9806542992591858,1.0,1.0,0.978667140007019,0.9733914136886597,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9481075406074524,1.0,1.0,0.9190316200256348,0.9805911779403687,1.0,1.0,1.0,0.9688006043434143,1.0,0.9112091660499573,0.9758176207542419,0.9782883524894714,1.0,1.0,1.0,1.0,1.0,0.9355748891830444,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9623692631721497,0.971217155456543,0.9532943964004517,1.0,1.0,0.97853022813797,0.983080267906189,0.9771052002906799,1.0,1.0,1.0,1.0,1.0,0.9830648303031921,1.0,0.9803125858306885,0.9266723990440369,0.9758849143981934,1.0,0.9794833064079285,1.0,0.9348630905151367,1.0,1.0,0.9693447351455688,1.0,0.9785668253898621,1.0,1.0,1.0,1.0,0.9744317531585693,1.0,0.9678605198860168,0.9781113862991333,1.0,1.0,0.985879123210907,1.0,1.0
illness,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9887285232543945,0.9849580526351929,1.0,1.0,1.0,0.9729181528091431,0.9794727563858032,1.0,1.0,1.0,1.0,1.0,0.9447796940803528,1.0,0.9786316752433777,1.0,0.9876777529716492,0.9755072593688965,1.0,0.9714999794960022,1.0,0.9818464517593384,0.9806631803512573,1.0,1.0,1.0,1.0,1.0,0.9750322103500366,0.9688851833343506,1.0,1.0,1.0,1.0,0.9784823656082153,0.9847586750984192,1.0,0.9674738049507141,0.9568283557891846,0.9668716192245483,1.0,1.0,0.9711068868637085,1.0,1.0,0.0,0.9628735780715942,1.0,1.0,1.0,0.9783414006233215,0.983595609664917,0.9787725210189819,1.0,0.9694243669509888,1.0,0.9835126996040344,0.9788519144058228,1.0,1.0,1.0,0.9535027146339417,0.9387695789337158,0.9655491709709167,1.0,1.0,0.977782666683197,1.0,1.0,0.9880880117416382,1.0,1.0,1.0,1.0,0.933542788028717,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9672086834907532,0.9857210516929626,0.9885369539260864,1.0,0.9340624809265137,1.0
firewall,1.0,0.9704084396362305,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.980036199092865,1.0,1.0,0.9758617281913757,1.0,1.0,0.9795607328414917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9823447465896606,1.0,1.0,0.9392521977424622,1.0,0.9648425579071045,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8730087280273438,0.9787427186965942,1.0,1.0,1.0,0.9628735780715942,0.0,0.9633657336235046,1.0,1.0,1.0,0.960587203502655,1.0,1.0,0.9718503952026367,1.0,1.0,1.0,0.9468688368797302,1.0,1.0,0.9522898197174072,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9803454875946045,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9457959532737732,0.9608099460601807,0.9778698682785034,1.0,1.0,1.0,1.0
flickr,1.0,1.0,0.684420108795166,1.0,1.0,1.0,1.0,1.0,0.9747973084449768,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9646313190460205,1.0,1.0,0.9707816243171692,1.0,0.9583683013916016,1.0,0.970947802066803,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9274353981018066,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9706635475158691,1.0,1.0,0.9694308042526245,1.0,1.0,1.0,1.0,1.0,1.0,0.9633657336235046,0.0,0.9471529126167297,1.0,0.9429364204406738,0.8332149386405945,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9560496211051941,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9522392749786377,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9449775218963623,0.9699690937995911,0.976081132888794,1.0,1.0,1.0,1.0,0.9647891521453857,0.9681294560432434
rr,1.0,1.0,1.0,1.0,1.0,0.9063403010368347,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9347171783447266,1.0,1.0,1.0,1.0,0.9484026432037354,1.0,1.0,1.0,0.9486961960792542,1.0,1.0,0.8893287777900696,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9481942057609558,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9471529126167297,0.0,1.0,0.9528951644897461,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9637198448181152,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.919693648815155,1.0,1.0,1.0,1.0,0.9300711750984192,1.0,1.0,1.0,1.0,1.0,0.9469677805900574,1.0,1.0,1.0,1.0,1.0,1.0,0.9437191486358643
protective,1.0,0.9729424715042114,1.0,1.0,0.9770744442939758,0.9706714153289795,1.0,1.0,0.8935473561286926,1.0,1.0,1.0,1.0,1.0,0.9842555522918701,0.8298087120056152,0.9775837659835815,0.9766846299171448,1.0,1.0,0.9743207097053528,1.0,1.0,0.8945499658584595,1.0,1.0,0.9653444290161133,0.9836511611938477,0.8269609212875366,0.9208540320396423,0.9703372716903687,1.0,1.0,1.0,1.0,0.9136769771575928,1.0,0.9766400456428528,0.9622476100921631,1.0,0.9753012657165527,0.9826281666755676,1.0,1.0,1.0,0.9812260270118713,1.0,1.0,0.9730146527290344,0.945088267326355,1.0,0.975725531578064,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.7655911445617676,1.0,0.975318431854248,0.9741595387458801,0.975729763507843,0.9693709015846252,1.0,1.0,0.9738457798957825,1.0,1.0,0.9757075309753418,1.0,0.9851260185241699,1.0,0.985440194606781,1.0,0.8824615478515625,0.969417154788971,0.9774367809295654,1.0,0.9788397550582886,0.9785410761833191,1.0,1.0,1.0,1.0,1.0,0.9829391241073608,1.0,1.0,0.9878591895103455,1.0,0.9825471043586731,0.985988974571228,1.0,1.0,0.9580000042915344
indicator,1.0,1.0,0.9665243029594421,1.0,1.0,1.0,0.9697573184967041,1.0,0.9775357842445374,1.0,0.9704009294509888,1.0,1.0,0.9225128293037415,1.0,1.0,0.9684743881225586,1.0,1.0,0.9493899345397949,0.9398680925369263,1.0,1.0,0.9741045832633972,1.0,0.9299208521842957,1.0,1.0,1.0,1.0,0.9446730017662048,1.0,1.0,0.9729955792427063,1.0,0.9815376400947571,0.8251640796661377,1.0,1.0,1.0,1.0,0.9675281643867493,1.0,1.0,0.6758595108985901,1.0,1.0,1.0,1.0,1.0,1.0,0.9503748416900635,1.0,0.9783414006233215,1.0,0.9429364204406738,0.9528951644897461,1.0,0.0,1.0,0.9392635226249695,1.0,0.961700975894928,0.8012906312942505,1.0,0.9394907355308533,1.0,0.9696524739265442,0.9668188095092773,1.0,1.0,1.0,0.9632430076599121,0.8135742545127869,1.0,0.9836042523384094,1.0,1.0,0.9786715507507324,0.982913613319397,0.9697521328926086,0.9789121747016907,0.8228880763053894,1.0,1.0,1.0,0.9833198189735413,1.0,0.9465750455856323,1.0,0.9769666790962219,1.0,0.9732321500778198,1.0,1.0,0.9764373898506165,1.0,1.0,0.5477520227432251,0.9715924263000488
flows,1.0,1.0,1.0,0.9375551342964172,1.0,1.0,1.0,1.0,0.9866640567779541,0.9822030663490295,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9843965768814087,1.0,0.9747179746627808,1.0,0.9854209423065186,1.0,0.9248549938201904,0.9624186158180237,1.0,1.0,1.0,0.950062096118927,0.9219317436218262,1.0,1.0,1.0,1.0,0.985805869102478,1.0,1.0,1.0,1.0,0.9745413661003113,0.9819672107696533,1.0,0.985162079334259,0.9803057312965393,1.0,1.0,1.0,0.965815007686615,1.0,1.0,0.983595609664917,0.960587203502655,0.8332149386405945,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.9804929494857788,1.0,1.0,1.0,1.0,1.0,1.0,0.9842840433120728,1.0,1.0,0.9737134575843811,1.0,1.0,0.9859063029289246,1.0,1.0,1.0,1.0,0.9812214374542236,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9850411415100098,0.9831057786941528,0.9864374995231628,1.0,0.9813682436943054,1.0
inclusion,0.9728441834449768,1.0,0.9464625716209412,1.0,1.0,1.0,1.0,1.0,0.9879159331321716,1.0,1.0,1.0,0.9350422620773315,0.9240552186965942,0.8464298844337463,1.0,1.0,1.0,1.0,1.0,0.9410650730133057,1.0,1.0,1.0,0.9523576498031616,0.9313157796859741,1.0,1.0,0.7643834352493286,0.8960199356079102,0.8350166082382202,1.0,1.0,1.0,0.9591106176376343,0.8978766202926636,0.9299837350845337,1.0,1.0,1.0,1.0,1.0,1.0,0.9836599230766296,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9623692631721497,0.9787725210189819,1.0,1.0,1.0,1.0,0.9392635226249695,1.0,0.0,1.0,1.0,1.0,1.0,0.9103829860687256,1.0,0.978064775466919,0.9757973551750183,1.0,1.0,1.0,0.9731891751289368,0.9887775182723999,1.0,0.9839306473731995,1.0,0.9507544040679932,0.962124764919281,0.9832537174224854,0.7989801168441772,1.0,0.9290722608566284,1.0,0.957687258720398,1.0,0.9836518168449402,1.0,1.0,1.0,0.8725925087928772,1.0,1.0,0.9893510341644287,1.0,0.9409690499305725,0.92642742395401,1.0,0.9296268224716187,1.0
elegant,1.0,1.0,1.0,1.0,1.0,1.0,0.9648026823997498,1.0,0.7938262224197388,1.0,0.9655517339706421,0.9482958316802979,1.0,0.9585684537887573,1.0,1.0,1.0,0.8786991834640503,1.0,0.9665728807449341,0.9743059277534485,1.0,1.0,1.0,0.9787288904190063,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8987806439399719,0.9719520211219788,0.9307801723480225,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9662129282951355,1.0,1.0,1.0,0.971217155456543,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9781754016876221,1.0,0.9741446375846863,0.9796241521835327,1.0,0.8579795360565186,1.0,1.0,1.0,1.0,1.0,1.0,0.9726763367652893,1.0,0.970958948135376,1.0,0.9752923846244812,1.0,1.0,1.0,0.9664729833602905,0.9630828499794006,1.0,1.0,0.973514974117279,1.0,1.0,1.0,1.0,1.0,0.9806477427482605,1.0,1.0,1.0,1.0,1.0,1.0
collaborative,1.0,0.9769300818443298,0.977272093296051,1.0,0.9083999395370483,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9610884785652161,1.0,0.9808874130249023,1.0,1.0,0.9809980988502502,1.0,0.9657918214797974,0.9710859060287476,1.0,1.0,1.0,1.0,1.0,1.0,0.9881282448768616,0.9747088551521301,1.0,1.0,0.959850549697876,1.0,0.9402624368667603,1.0,0.946567177772522,0.9678114056587219,0.9678506851196289,0.9789412617683411,1.0,1.0,0.9321166276931763,0.957878828048706,1.0,1.0,0.9720052480697632,1.0,0.9834275841712952,1.0,0.9840880036354065,0.9532943964004517,0.9694243669509888,0.9718503952026367,1.0,1.0,0.7655911445617676,0.961700975894928,1.0,1.0,1.0,0.0,0.964372992515564,1.0,1.0,0.9793066382408142,1.0,0.974334716796875,1.0,0.9777002930641174,1.0,0.9715688824653625,0.9687833189964294,0.951005220413208,0.9331183433532715,1.0,0.9875859618186951,1.0,0.9616912603378296,0.9739243388175964,1.0,1.0,0.981958270072937,0.9817036390304565,1.0,1.0,0.9392843842506409,0.9837960004806519,1.0,0.940018892288208,1.0,0.9697239398956299,0.9454081654548645,1.0,0.9193193912506104,0.9880538582801819,1.0,1.0,0.9641898274421692
mandatory,1.0,1.0,1.0,1.0,1.0,1.0,0.8864927291870117,1.0,1.0,1.0,0.8889083862304688,1.0,0.959372341632843,1.0,1.0,1.0,1.0,1.0,0.9619588255882263,0.9771474599838257,1.0,1.0,1.0,1.0,0.9810850024223328,0.8785119652748108,1.0,0.9797528386116028,1.0,1.0,1.0,1.0,1.0,0.9748796224594116,1.0,0.9828256964683533,0.978382408618927,1.0,0.9780438542366028,0.9750586748123169,0.9732462763786316,0.9697936773300171,1.0,1.0,0.8020837306976318,1.0,1.0,0.9764646887779236,1.0,1.0,1.0,0.9207744002342224,1.0,1.0,1.0,1.0,1.0,1.0,0.8012906312942505,1.0,1.0,0.9781754016876221,0.964372992515564,0.0,1.0,0.9753965735435486,1.0,0.9717697501182556,0.9435773491859436,1.0,1.0,0.9598153829574585,0.9658074975013733,0.9185466766357422,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9803833961486816,0.9781010150909424,1.0,1.0,1.0,1.0,0.9764485359191895,0.9805123209953308,1.0,0.9785736203193665,1.0,1.0,0.9815847873687744,1.0,0.9780813455581665,1.0,1.0,0.9782721996307373,1.0
pumps,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9865966439247131,0.9821131229400635,1.0,1.0,1.0,0.9412238001823425,1.0,0.9727127552032471,1.0,0.9688225388526917,1.0,1.0,0.9843177199363708,1.0,0.9745901226997375,1.0,0.9853472113609314,1.0,1.0,0.9781382083892822,0.9722561836242676,0.9771961569786072,1.0,1.0,1.0,1.0,0.9422697424888611,1.0,1.0,0.9857341051101685,1.0,1.0,1.0,1.0,0.9744126200675964,0.981876015663147,1.0,0.8671319484710693,0.9802061915397644,1.0,1.0,1.0,0.9656422138214111,1.0,1.0,0.9835126996040344,1.0,1.0,1.0,0.975318431854248,1.0,0.9804929494857788,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.959042489528656,1.0,1.0,1.0,0.9842045903205872,1.0,1.0,0.973580539226532,0.9519912004470825,1.0,0.9858350157737732,1.0,0.9746138453483582,1.0,1.0,0.9811264872550964,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9849655032157898,0.9830203652381897,0.9863688945770264,1.0,0.9812740683555603,1.0
intensity,0.9660292863845825,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.961432695388794,1.0,0.9243392944335938,1.0,1.0,1.0,0.9433538317680359,0.9600695967674255,1.0,0.7221507430076599,1.0,1.0,1.0,1.0,0.9016630053520203,1.0,0.9787473082542419,0.9684616327285767,1.0,0.9002972841262817,1.0,1.0,1.0,1.0,1.0,0.930245578289032,0.953040361404419,0.9739888310432434,1.0,1.0,1.0,1.0,0.9703399538993835,0.9728175401687622,1.0,1.0,0.8108513355255127,0.9709550142288208,1.0,0.9437731504440308,0.9738727807998657,0.97853022813797,0.9788519144058228,1.0,1.0,1.0,0.9741595387458801,0.9394907355308533,1.0,0.9103829860687256,0.9741446375846863,1.0,0.9753965735435486,1.0,0.0,0.9619624614715576,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9839907288551331,1.0,0.9551565647125244,0.9791743159294128,0.9371923804283142,0.9730925559997559,1.0,0.9293375015258789,1.0,1.0,1.0,0.9837129712104797,1.0,1.0,1.0,1.0,1.0,1.0,0.8158736824989319,1.0,0.9722126722335815,0.8943608999252319,1.0,0.9298900365829468,1.0
governmental,0.9732286334037781,0.9742977619171143,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9247009754180908,0.9486513733863831,0.9799595475196838,0.9633469581604004,1.0,1.0,0.9800735712051392,1.0,1.0,1.0,1.0,0.9653167128562927,1.0,1.0,1.0,1.0,1.0,0.9711953997612,1.0,1.0,1.0,0.9795013070106506,1.0,1.0,0.985264778137207,1.0,1.0,0.9785782694816589,1.0,1.0,0.97501140832901,1.0,1.0,1.0,1.0,0.983080267906189,1.0,0.9468688368797302,1.0,1.0,0.975729763507843,1.0,1.0,1.0,0.9796241521835327,0.9793066382408142,1.0,1.0,0.9619624614715576,0.0,1.0,1.0,0.9609108567237854,1.0,0.9738529920578003,0.9538463950157166,1.0,1.0,1.0,1.0,1.0,1.0,0.9137248396873474,1.0,1.0,1.0,0.970607578754425,1.0,1.0,1.0,0.9616049528121948,1.0,0.9749526381492615,1.0,1.0,0.9794023036956787,0.9324248433113098,1.0,1.0,1.0,1.0,1.0,0.9781404733657837
pond,1.0,1.0,1.0,1.0,1.0,1.0,0.8490486145019531,0.9633048176765442,0.9814389944076538,1.0,0.8522611856460571,1.0,0.9747740030288696,1.0,0.9787882566452026,0.8811972737312317,1.0,0.9613096714019775,1.0,1.0,1.0,0.9664732813835144,1.0,1.0,0.979708731174469,1.0,1.0,0.9728701114654541,0.9427480697631836,0.9529423117637634,0.9800183773040771,1.0,1.0,0.865212082862854,1.0,0.9815760850906372,0.9346323609352112,1.0,1.0,1.0,1.0,0.8945192694664001,1.0,0.8348671793937683,1.0,0.9688458442687988,1.0,1.0,1.0,1.0,1.0,0.9758245348930359,0.9771052002906799,1.0,1.0,1.0,1.0,0.9693709015846252,0.9696524739265442,1.0,0.978064775466919,1.0,1.0,0.9717697501182556,0.959042489528656,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.9081398248672485,1.0,1.0,0.9724838733673096,0.9803842902183533,0.973932147026062,0.9684965014457703,0.9805285334587097,0.8947435617446899,0.9645602703094482,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9770146608352661,0.9556894302368164,1.0,0.9836432337760925,1.0,0.9764865040779114,0.9811236262321472,0.9755281209945679,0.9648374319076538,1.0
